0,1
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
2.0,98.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
16.0,84.0
95.0,5.0
0.0,100.0
0.0,100.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
6.0,94.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
7.000000000000001,93.0
100.0,0.0
100.0,0.0
9.0,91.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
88.0,12.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
99.0,1.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
99.0,1.0
100.0,0.0
0.0,100.0
100.0,0.0
2.0,98.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
4.0,96.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
10.0,90.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
1.0,99.0
100.0,0.0
100.0,0.0
9.0,91.0
100.0,0.0
100.0,0.0
0.0,100.0
3.0,97.0
5.0,95.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
2.0,98.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
93.0,7.000000000000001
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
3.0,97.0
2.0,98.0
99.0,1.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
5.0,95.0
3.0,97.0
0.0,100.0
1.0,99.0
100.0,0.0
1.0,99.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
91.0,9.0
2.0,98.0
100.0,0.0
2.0,98.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
6.0,94.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
5.0,95.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
13.0,87.0
100.0,0.0
100.0,0.0
100.0,0.0
5.0,95.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
1.0,99.0
99.0,1.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
9.0,91.0
100.0,0.0
100.0,0.0
5.0,95.0
0.0,100.0
1.0,99.0
100.0,0.0
100.0,0.0
3.0,97.0
0.0,100.0
100.0,0.0
99.0,1.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
0.0,100.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
1.0,99.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
5.0,95.0
100.0,0.0
0.0,100.0
65.0,35.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
1.0,99.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
99.0,1.0
0.0,100.0
100.0,0.0
9.0,91.0
100.0,0.0
6.0,94.0
100.0,0.0
100.0,0.0
5.0,95.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
10.0,90.0
2.0,98.0
2.0,98.0
100.0,0.0
0.0,100.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
22.0,78.0
100.0,0.0
5.0,95.0
7.000000000000001,93.0
10.0,90.0
100.0,0.0
100.0,0.0
12.0,88.0
3.0,97.0
2.0,98.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
24.0,76.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
69.0,31.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
2.0,98.0
100.0,0.0
100.0,0.0
99.0,1.0
6.0,94.0
1.0,99.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
2.0,98.0
1.0,99.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
2.0,98.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
2.0,98.0
100.0,0.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
2.0,98.0
9.0,91.0
98.0,2.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
4.0,96.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
2.0,98.0
100.0,0.0
3.0,97.0
2.0,98.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
2.0,98.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
6.0,94.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
16.0,84.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
1.0,99.0
100.0,0.0
3.0,97.0
0.0,100.0
0.0,100.0
12.750000000000004,87.25
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
7.000000000000001,93.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
